iter	Passed	Remaining
1666	27758	4096
1667	27775	4079
1668	27791	4062
1669	27807	4046
1670	27823	4029
1671	27839	4012
1672	27856	3996
1673	27871	3979
1674	27884	3962
1675	27902	3945
1676	27917	3928
1677	27933	3911
1678	27948	3895
1679	27964	3878
1680	27980	3861
1681	27998	3845
1682	28015	3828
1683	28032	3812
1684	28046	3795
1685	28061	3778
1686	28078	3761
1687	28093	3744
1688	28108	3727
1689	28124	3711
1690	28139	3694
1691	28155	3677
1692	28171	3660
1693	28186	3643
1694	28202	3627
1695	28220	3610
1696	28241	3594
1697	28257	3577
1698	28275	3561
1699	28293	3544
1700	28312	3528
1701	28329	3512
1702	28346	3495
1703	28361	3478
1704	28378	3461
1705	28395	3445
1706	28411	3428
1707	28428	3412
1708	28446	3395
1709	28461	3378
1710	28479	3362
1711	28496	3345
1712	28511	3328
1713	28528	3312
1714	28544	3295
1715	28560	3278
1716	28577	3262
1717	28592	3245
1718	28608	3228
1719	28625	3212
1720	28640	3195
1721	28657	3178
1722	28672	3161
1723	28688	3145
1724	28705	3128
1725	28721	3111
1726	28737	3095
1727	28751	3078
1728	28767	3061
1729	28784	3044
1730	28800	3028
1731	28816	3011
1732	28832	2994
1733	28848	2978
1734	28863	2961
1735	28880	2944
1736	28895	2927
1737	28912	2911
1738	28928	2894
1739	28945	2877
1740	28962	2861
1741	28978	2844
1742	28996	2828
1743	29014	2811
1744	29033	2795
1745	29049	2778
1746	29066	2761
1747	29083	2745
1748	29098	2728
1749	29115	2711
1750	29131	2695
1751	29147	2678
1752	29163	2661
1753	29179	2645
1754	29196	2628
1755	29212	2611
1756	29233	2595
1757	29249	2578
1758	29268	2562
1759	29284	2545
1760	29300	2529
1761	29317	2512
1762	29334	2495
1763	29351	2479
1764	29368	2462
1765	29384	2445
1766	29401	2429
1767	29416	2412
1768	29431	2395
1769	29448	2379
1770	29462	2362
1771	29479	2345
1772	29494	2328
1773	29512	2312
1774	29528	2295
1775	29545	2279
1776	29560	2262
1777	29577	2245
1778	29593	2229
1779	29608	2212
1780	29624	2195
1781	29639	2178
1782	29656	2162
1783	29673	2145
1784	29688	2128
1785	29704	2112
1786	29719	2095
1787	29736	2078
1788	29752	2062
1789	29769	2045
1790	29785	2028
1791	29800	2012
1792	29824	1996
1793	29839	1979
1794	29855	1962
1795	29872	1946
1796	29888	1929
1797	29903	1912
1798	29918	1895
1799	29935	1879
1800	29952	1862
1801	29968	1845
1802	29987	1829
1803	30004	1812
1804	30023	1796
1805	30039	1779
1806	30054	1763
1807	30072	1746
1808	30092	1730
1809	30109	1713
1810	30126	1696
1811	30142	1680
1812	30158	1663
1813	30174	1646
1814	30189	1630
1815	30207	1613
1816	30225	1596
1817	30240	1580
1818	30256	1563
1819	30273	1546
1820	30291	1530
1821	30308	1513
1822	30326	1497
1823	30343	1480
1824	30360	1463
1825	30376	1447
1826	30393	1430
1827	30410	1414
1828	30425	1397
1829	30440	1380
1830	30456	1363
1831	30471	1347
1832	30487	1330
1833	30502	1313
1834	30517	1297
1835	30535	1280
1836	30552	1263
1837	30567	1247
1838	30583	1230
1839	30598	1213
1840	30614	1197
1841	30629	1180
1842	30644	1163
1843	30659	1147
1844	30674	1130
1845	30691	1113
1846	30707	1097
1847	30723	1080
1848	30738	1063
1849	30755	1047
1850	30771	1030
1851	30785	1013
1852	30802	997
1853	30817	980
1854	30833	964
1855	30849	947
1856	30866	930
1857	30882	914
1858	30899	897
1859	30914	880
1860	30931	864
1861	30947	847
1862	30963	831
1863	30978	814
1864	30993	797
1865	31010	781
1866	31026	764
1867	31042	747
1868	31059	731
1869	31075	714
1870	31090	697
1871	31107	681
1872	31126	664
1873	31142	648
1874	31158	631
1875	31176	614
1876	31193	598
1877	31212	581
1878	31231	565
1879	31249	548
1880	31265	531
1881	31281	515
1882	31298	498
1883	31315	482
1884	31331	465
1885	31347	448
1886	31362	432
1887	31377	415
1888	31393	398
1889	31409	382
1890	31425	365
1891	31442	348
1892	31455	332
1893	31471	315
1894	31486	299
1895	31502	282
1896	31521	265
1897	31538	249
1898	31555	232
1899	31571	216
1900	31588	199
1901	31605	182
1902	31621	166
1903	31638	149
1904	31653	132
1905	31671	116
1906	31687	99
1907	31704	83
1908	31722	66
1909	31743	49
1910	31762	33
1911	31777	16
1912	31793	0
